Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Home_xG,Away_xG,xG_Diff,H2H_Avg_Points,Home_Home_Form,Away_Away_Form
2022-01-16,West Ham,Leeds,2,3,A,1.65,4.21,4.98,2.940507859733979,1.1367801047120418,1.803727755021937,3.0,13.0,4.0
2022-01-18,Brighton,Chelsea,1,1,D,4.81,3.72,1.77,0.4399399038461538,1.3634941329856585,-0.9235542291395047,0.6666666666666666,6.0,10.0
2022-01-19,Brentford,Man United,1,3,A,4.51,3.64,1.83,1.173781512605042,1.3640624999999997,-0.1902809873949578,1.0,9.0,9.0
2022-01-19,Leicester,Tottenham,2,3,A,3.04,3.42,2.36,1.8864345738295318,1.455,0.43143457382953176,1.5,12.0,8.0
2022-01-21,Watford,Norwich,0,3,A,2.07,3.52,3.63,1.9210526315789476,0.4979844961240309,1.4230681354549166,3.0,3.0,4.0
2022-01-22,Everton,Aston Villa,0,1,A,2.75,3.29,2.66,1.7913875598086126,1.2046332046332047,0.586754355175408,0.3333333333333333,4.0,6.0
2022-01-22,Brentford,Wolves,1,2,A,3.09,3.05,2.54,0.5388157894736841,1.0164092664092665,-0.4775934769355824,3.0,9.0,8.0
2022-01-22,Leeds,Newcastle,0,1,A,2.01,3.72,3.63,1.819377990430622,0.9637065637065637,0.8556714267240583,2.3333333333333335,9.0,2.0
2022-01-22,Man United,West Ham,1,0,H,1.91,3.8,3.88,1.1895933014354065,1.6940154440154442,-0.5044221425800377,3.0,9.0,7.0
2022-01-22,Southampton,Man City,1,1,D,10.18,6.08,1.28,0.5458133971291866,1.490733590733591,-0.9449201936044044,0.3333333333333333,10.0,18.0
2022-01-23,Arsenal,Burnley,0,0,D,1.36,4.97,9.11,2.405005959475566,0.4828644501278773,1.9221415093476888,1.3333333333333333,15.0,3.0
2022-01-23,Crystal Palace,Liverpool,1,3,A,5.73,4.21,1.58,1.6877234803337307,2.4445012787723788,-0.7567777984386481,0.0,10.0,8.0
2022-01-23,Leicester,Brighton,1,1,D,2.55,3.37,2.8,1.392371871275328,1.358056265984655,0.03431560529067301,2.0,9.0,7.0
2022-01-23,Chelsea,Tottenham,2,0,H,1.69,3.99,4.96,2.165911799761621,1.0562659846547313,1.1096458151068895,2.3333333333333335,8.0,11.0
2022-02-05,Burnley,Watford,0,0,D,2.21,3.27,3.51,1.0569395017793595,1.7129770992366409,-0.6560375974572814,1.0,7.0,4.0
2022-02-08,Burnley,Man United,1,1,D,5.82,4.07,1.61,0.7905100830367733,1.9303435114503813,-1.139833428413608,0.0,7.0,9.0
2022-02-08,Newcastle,Everton,3,1,H,2.52,3.38,2.88,1.5245551601423486,1.2944656488549617,0.23008951128738686,3.0,7.0,1.0
2022-02-08,West Ham,Watford,1,0,H,1.55,4.3,6.28,1.9056939501779357,1.5442748091603054,0.3614191410176304,3.0,10.0,5.0
2022-02-09,Tottenham,Southampton,2,3,A,1.61,4.13,5.57,2.3694339622641514,0.834771573604061,1.5346623886600903,2.3333333333333335,13.0,4.0
2022-02-09,Man City,Brentford,2,0,H,1.11,9.98,23.47,3.998419811320755,0.5463959390862944,3.4520238722344607,3.0,18.0,2.0
2022-02-09,Norwich,Crystal Palace,1,1,D,3.5,3.36,2.18,0.9379009433962265,1.2901015228426396,-0.35220057944641303,0.0,7.0,5.0
2022-02-09,Aston Villa,Leeds,3,3,D,1.8,3.96,4.26,2.757287735849056,1.3356345177664974,1.4216532180825587,1.5,7.0,7.0
2022-02-10,Liverpool,Leicester,2,0,H,1.26,6.56,10.5,4.043808411214953,0.7269433962264152,3.316865014988538,1.0,16.0,6.0
2022-02-10,Wolves,Arsenal,0,1,A,3.57,3.25,2.2,0.9564485981308413,0.9086792452830189,0.047769352847822355,3.0,11.0,9.0
2022-02-12,Man United,Southampton,1,1,D,1.61,4.22,5.43,1.9218181818181819,1.2747738693467334,0.6470443124714484,2.3333333333333335,12.0,7.0
2022-02-12,Brentford,Crystal Palace,0,0,D,2.66,3.09,2.92,1.436083916083916,1.3354773869346734,0.10060652914924262,1.0,9.0,3.0
2022-02-12,Everton,Leeds,3,0,H,2.32,3.64,2.99,2.2174825174825177,1.6769346733668342,0.5405478441156835,1.3333333333333333,4.0,5.0
2022-02-12,Watford,Brighton,0,2,A,3.7,3.27,2.14,0.6194871794871796,1.919748743718593,-1.3002615642314135,0.0,3.0,7.0
2022-02-12,Norwich,Man City,0,4,A,18.09,7.86,1.17,0.34494172494172487,2.670954773869347,-2.326013048927622,0.0,5.0,16.0
2022-02-13,Leicester,West Ham,2,2,D,2.88,3.58,2.4,1.398863109048724,1.8201743462017432,-0.4213112371530192,0.0,10.0,7.0
2022-02-13,Tottenham,Wolves,0,2,A,1.68,3.76,5.57,0.8407308584686772,1.0845205479452058,-0.24378968947652857,2.3333333333333335,13.0,10.0
2022-02-13,Burnley,Liverpool,0,1,A,10.72,5.75,1.29,0.8266009280742459,2.4572353673723533,-1.6306344392981074,1.0,8.0,11.0
2022-02-13,Newcastle,Aston Villa,1,0,H,2.72,3.44,2.6,1.1939791183294663,1.2286176836861769,-0.034638565356710505,0.3333333333333333,9.0,9.0
2022-02-15,Man United,Brighton,2,0,H,1.78,3.78,4.74,0.7795375722543354,1.2745544554455444,-0.49501688319120896,3.0,13.0,10.0
2022-02-19,West Ham,Newcastle,1,1,D,1.7,3.91,5.11,2.407843137254902,0.7978960396039604,1.6099470976509416,1.0,10.0,5.0
2022-02-19,Arsenal,Brentford,2,1,H,1.46,4.46,7.68,2.804429065743945,0.5015346534653465,2.302894412278598,0.0,13.0,1.0
2022-02-19,Aston Villa,Watford,0,1,A,1.67,3.93,5.41,1.784636678200692,1.7325742574257426,0.05206242077494938,0.0,8.0,2.0
2022-02-19,Brighton,Burnley,0,3,A,1.67,3.74,5.75,0.9631372549019608,0.6687128712871289,0.2944243836148319,1.6666666666666667,7.0,3.0
2022-02-19,Crystal Palace,Chelsea,0,1,A,5.59,3.9,1.65,0.892318339100346,2.0517326732673267,-1.1594143341669807,0.0,7.0,8.0
2022-02-19,Liverpool,Norwich,3,1,H,1.12,9.63,24.83,3.5409457900807384,0.2735643564356436,3.267381433645095,3.0,18.0,7.0
2022-02-19,Southampton,Everton,2,0,H,2.08,3.56,3.58,1.7492272202998846,0.5471287128712873,1.2020985074285973,1.0,10.0,1.0
2022-02-19,Man City,Tottenham,2,3,A,1.29,5.87,10.84,2.379515570934256,0.45594059405940596,1.92357497687485,1.0,18.0,8.0
2022-02-20,Wolves,Leicester,2,1,H,2.29,3.28,3.33,1.304994298745724,0.9113553113553114,0.3936389873904125,0.3333333333333333,8.0,5.0
2022-02-20,Leeds,Man United,2,4,A,3.91,3.86,1.9,1.1702394526795896,1.9366300366300364,-0.7663905839504468,0.3333333333333333,8.0,10.0
2022-02-23,Liverpool,Leeds,6,0,H,1.16,8.73,16.66,4.398456299659477,0.5452427184466019,3.8532135812128754,2.3333333333333335,18.0,5.0
2022-02-23,Watford,Crystal Palace,1,4,A,3.2,3.24,2.4,0.8499432463110104,1.5675728155339803,-0.7176295692229699,1.0,0.0,3.0
2022-02-23,Burnley,Tottenham,1,0,H,4.72,3.73,1.79,1.0199318955732124,0.9087378640776698,0.11119403149554263,0.0,7.0,11.0
2022-02-24,Arsenal,Wolves,2,1,H,1.65,3.8,5.83,0.938031496062992,0.5830797101449275,0.3549517859180644,1.0,13.0,13.0
2022-02-25,Southampton,Norwich,2,0,H,1.54,4.37,6.22,2.325925925925926,0.47724969843184567,1.8486762274940802,0.0,10.0,4.0
2022-02-26,Leeds,Tottenham,0,4,A,4.03,3.96,1.86,1.2819484882418812,1.4567913148371532,-0.17484282659527195,1.0,7.0,10.0
2022-02-26,Brentford,Newcastle,0,2,A,2.52,3.17,3.04,1.204468085106383,0.7890952955367913,0.41537278956959167,1.0,7.0,5.0
2022-02-26,Crystal Palace,Burnley,1,1,D,1.97,3.42,4.19,1.6763941769316908,1.1381182147165259,0.5382759622151649,0.3333333333333333,7.0,5.0
2022-02-26,Man United,Watford,0,0,D,1.34,5.44,9.04,1.0988129899216126,1.2822798552472858,-0.18346686532567325,0.0,13.0,5.0
2022-02-26,Brighton,Aston Villa,0,2,A,2.27,3.28,3.41,0.6198432250839865,0.8194451145958987,-0.19960188951191227,1.3333333333333333,6.0,9.0
2022-02-26,Everton,Man City,0,1,A,10.95,6.04,1.28,0.739585666293393,3.034981905910736,-2.295396239617343,0.0,7.0,16.0
2022-02-27,West Ham,Wolves,1,0,H,2.11,3.24,3.89,1.0867449664429532,1.1655542312276521,-0.07880926478469896,2.0,10.0,12.0
2022-03-01,Burnley,Leicester,0,2,A,2.94,3.34,2.52,1.3430614525139668,0.9096543504171634,0.43340710209680344,0.6666666666666666,7.0,2.0
2022-03-05,Liverpool,West Ham,1,0,H,1.3,5.86,9.95,2.562234636871508,0.6816884661117717,1.8805461707597364,2.0,18.0,8.0
2022-03-05,Wolves,Crystal Palace,0,2,A,2.37,3.1,3.4,0.9252513966480446,0.7877288941736028,0.13752250247444175,1.0,8.0,6.0
2022-03-05,Norwich,Brentford,1,3,A,2.95,3.15,2.6,1.0248938547486033,1.2876337693222353,-0.262739914573632,3.0,4.0,1.0
2022-03-05,Aston Villa,Southampton,4,0,H,2.36,3.48,3.04,2.661877094972067,1.8708561236623067,0.7910209713097605,1.0,5.0,8.0
2022-03-05,Burnley,Chelsea,0,4,A,7.44,4.15,1.5,0.3985698324022346,1.0907015457788347,-0.6921317133766001,0.3333333333333333,6.0,8.0
2022-03-05,Leicester,Leeds,1,0,H,1.8,4.12,4.14,3.9856983240223456,1.416397146254459,2.569301177767887,1.3333333333333333,11.0,4.0
2022-03-05,Newcastle,Brighton,2,1,H,2.77,3.19,2.74,1.1103016759776536,1.416397146254459,-0.3060954702768053,0.3333333333333333,11.0,9.0
2022-03-06,Watford,Arsenal,2,3,A,6.14,4.02,1.59,0.8548672566371682,3.1481081081081084,-2.29324085147094,0.0,0.0,9.0
2022-03-06,Man City,Man United,4,1,H,1.41,4.91,7.86,2.9635398230088503,1.294054054054054,1.6694857689547964,1.3333333333333333,15.0,12.0
2022-03-07,Tottenham,Everton,5,0,H,1.61,4.13,5.61,2.3852307692307697,0.6799999999999999,1.7052307692307698,0.6666666666666666,10.0,1.0
2022-03-10,Leeds,Aston Villa,0,3,A,2.72,3.59,2.54,0.9333770491803278,1.3621052631578947,-0.4287282139775669,1.3333333333333333,4.0,9.0
2022-03-10,Norwich,Chelsea,1,3,A,11.9,5.59,1.29,0.3464808743169398,2.875555555555555,-2.5290746812386153,0.0,4.0,11.0
2022-03-10,Southampton,Newcastle,1,2,A,2.0,3.7,3.71,1.8031147540983608,0.5448421052631579,1.2582726488352027,1.3333333333333333,12.0,7.0
2022-03-10,Wolves,Watford,4,0,H,1.82,3.5,4.84,0.8485245901639343,0.6053801169590644,0.24314447320486998,3.0,7.0,6.0
2022-03-12,Man United,Tottenham,3,2,H,2.18,3.56,3.33,0.8552768729641695,1.357821552723059,-0.5025446797588895,2.0,11.0,12.0
2022-03-12,Brentford,Burnley,2,0,H,2.2,3.23,3.65,0.8270032573289903,0.9504750869061412,-0.12347182957715097,0.0,4.0,5.0
2022-03-12,Brighton,Liverpool,0,2,A,6.2,4.47,1.53,0.42410423452768725,2.4516222479721903,-2.027518013444503,1.6666666666666667,5.0,11.0
2022-03-13,Chelsea,Newcastle,1,0,H,1.33,5.3,10.16,2.2247300215982717,0.7543252595155708,1.4704047620827008,3.0,10.0,10.0
2022-03-13,Everton,Wolves,0,1,A,2.31,3.24,3.35,0.678012958963283,0.9655363321799308,-0.2875233732166479,2.0,6.0,12.0
2022-03-13,Leeds,Norwich,2,1,H,1.6,4.31,5.51,1.7091576673866091,1.1088581314878891,0.60029953589872,3.0,3.0,3.0
2022-03-13,Southampton,Watford,1,2,A,1.61,4.17,5.59,1.80097192224622,0.7543252595155708,1.046646662730649,3.0,11.0,6.0
2022-03-13,West Ham,Aston Villa,2,1,H,2.33,3.31,3.24,1.0805831533477321,1.086228373702422,-0.00564522035468995,3.0,10.0,12.0
2022-03-13,Arsenal,Leicester,2,0,H,1.53,4.55,6.0,2.542548596112311,0.7920415224913494,1.7505070736209616,2.0,13.0,4.0
2022-03-14,Crystal Palace,Man City,0,0,D,9.82,5.5,1.32,0.5653104925053534,2.543119266055046,-1.9778087735496925,1.0,5.0,16.0
2022-03-16,Brighton,Tottenham,0,2,A,3.28,3.34,2.3,0.5095503211991435,1.5918577981651376,-1.0823074769659942,1.5,5.0,9.0
2022-03-16,Arsenal,Liverpool,0,2,A,3.78,3.98,1.92,1.2738758029978587,0.8338302752293578,0.4400455277685009,0.0,13.0,11.0
2022-03-17,Everton,Newcastle,1,0,H,2.37,3.38,3.11,0.9937901498929335,1.1579794520547944,-0.1641893021618609,0.0,6.0,10.0
2022-03-18,Wolves,Leeds,2,3,A,2.14,3.49,3.56,2.386139037433155,0.5836529680365298,1.802486069396625,2.3333333333333335,10.0,4.0
2022-03-19,Aston Villa,Arsenal,0,1,A,2.99,3.47,2.41,1.5329775880469583,2.7311149032992033,-1.198137315252245,2.0,8.0,12.0
2022-03-20,Leicester,Brentford,2,1,H,2.19,3.45,3.41,3.241152614727854,1.2487500000000002,1.9924026147278537,3.0,11.0,3.0
2022-03-20,Tottenham,West Ham,3,1,H,1.75,3.94,4.7,1.94042689434365,1.2714545454545456,0.6689723488891044,0.3333333333333333,10.0,7.0
2022-04-02,Liverpool,Watford,2,0,H,1.13,9.36,21.82,2.879065817409766,0.21206349206349207,2.6670023253462736,3.0,18.0,8.0
2022-04-02,Brighton,Norwich,0,0,D,1.5,4.12,7.51,0.8509554140127388,0.7876643990929706,0.06329101491976818,1.0,2.0,3.0
2022-04-02,Burnley,Man City,0,2,A,13.75,6.54,1.23,0.22692144373673037,1.8176870748299323,-1.590765631093202,0.0,5.0,14.0
2022-04-02,Chelsea,Brentford,1,4,A,1.35,4.99,10.04,3.588195329087049,0.749795918367347,2.8383994107197017,3.0,12.0,3.0
2022-04-02,Leeds,Southampton,1,1,D,2.42,3.61,2.86,1.9571974522292992,1.9085714285714288,0.04862602365787039,2.0,6.0,8.0
2022-04-02,Wolves,Aston Villa,2,1,H,3.01,3.1,2.59,0.680764331210191,0.8179591836734694,-0.13719485246327845,1.3333333333333333,9.0,9.0
2022-04-02,Man United,Leicester,1,1,D,1.52,4.6,6.1,1.9855626326963904,0.9542857142857144,1.031276918410676,0.3333333333333333,11.0,3.0
2022-04-03,West Ham,Everton,2,1,H,1.79,3.75,4.6,2.94467860906217,0.5909090909090909,2.3537695181530793,2.0,13.0,1.0
2022-04-03,Tottenham,Newcastle,5,1,H,1.52,4.36,6.58,2.1907270811380397,0.7272727272727273,1.4634543538653124,1.6666666666666667,10.0,10.0
2022-04-04,Crystal Palace,Arsenal,3,0,H,4.05,3.41,1.99,1.2746861924686193,1.8725531914893618,-0.5978669990207426,0.6666666666666666,5.0,15.0
2022-04-06,Burnley,Everton,3,2,H,2.57,3.16,2.98,1.3574139728884254,0.6377603583426651,0.7196536145457603,1.3333333333333333,4.0,1.0
2022-04-08,Newcastle,Wolves,1,0,H,2.31,3.11,3.51,0.6422972972972972,0.9103910614525139,-0.2680937641552167,0.6666666666666666,11.0,12.0
2022-04-09,Everton,Man United,1,0,H,4.48,3.84,1.8,1.2427829698857737,2.188156424581006,-0.9453734546952324,0.6666666666666666,6.0,9.0
2022-04-09,Arsenal,Brighton,1,2,A,1.65,3.9,5.64,1.4828660436137069,0.5470391061452513,0.9358269374684556,2.3333333333333335,10.0,8.0
2022-04-09,Southampton,Chelsea,0,6,A,3.98,3.69,1.93,0.9038421599169264,1.4435754189944134,-0.539733259077487,0.6666666666666666,10.0,13.0
2022-04-09,Watford,Leeds,0,3,A,2.69,3.54,2.58,2.0477673935617857,2.1881564245810052,-0.1403890310192195,0.0,0.0,7.0
2022-04-09,Aston Villa,Tottenham,0,4,A,3.15,3.55,2.27,1.2427829698857737,2.0665921787709496,-0.8238092088851758,1.0,5.0,9.0
2022-04-10,Brentford,West Ham,2,0,H,2.69,3.31,2.73,1.0647668393782384,0.9936263736263737,0.07114046575186461,3.0,7.0,7.0
2022-04-10,Leicester,Crystal Palace,2,1,H,2.41,3.44,2.98,1.3274093264248703,1.37,-0.0425906735751298,1.6666666666666667,11.0,9.0
2022-04-10,Norwich,Burnley,2,0,H,2.97,3.19,2.56,0.6459585492227979,1.422692307692308,-0.77673375846951,1.0,4.0,5.0
2022-04-10,Man City,Liverpool,2,2,D,2.06,3.71,3.5,1.987564766839378,1.4302197802197802,0.5573449866195979,1.6666666666666667,15.0,13.0
2022-04-16,Southampton,Arsenal,1,0,H,3.9,3.68,1.95,1.5932682425488185,2.2941511500547644,-0.700882907505946,0.3333333333333333,7.0,15.0
2022-04-16,Watford,Brentford,1,2,A,2.86,3.28,2.59,1.48705035971223,2.354523548740416,-0.8674731890281862,0.0,0.0,6.0
2022-04-16,Tottenham,Brighton,0,1,A,1.54,4.25,6.35,2.4854984583761563,0.9055859802847754,1.579912478091381,2.0,12.0,10.0
2022-04-16,Man United,Norwich,3,2,H,1.24,6.45,12.84,1.8057040082219942,0.48297918948521357,1.3227248187367806,3.0,12.0,4.0
2022-04-17,Newcastle,Leicester,2,1,H,2.25,3.38,3.32,1.8848466257668708,1.1776470588235295,0.7071995669433413,1.0,14.0,4.0
2022-04-17,West Ham,Burnley,1,1,D,1.72,3.84,5.02,1.5659815950920246,0.6341176470588236,0.931863948033201,2.3333333333333335,13.0,5.0
2022-04-19,Liverpool,Man United,4,0,H,1.41,5.21,7.44,3.4927115188583078,0.22663043478260872,3.266081084075699,2.3333333333333335,18.0,8.0
2022-04-20,Chelsea,Arsenal,2,4,A,1.87,3.64,4.34,2.2611167512690358,1.5433043478260866,0.7178124034429492,1.0,9.0,12.0
2022-04-20,Everton,Leicester,1,1,D,2.32,3.45,3.15,1.4131979695431474,0.9986086956521739,0.41458927389097344,2.0,9.0,4.0
2022-04-20,Newcastle,Crystal Palace,1,0,H,2.34,3.26,3.25,1.1941522842639596,0.9078260869565216,0.286326197307438,1.3333333333333333,16.0,9.0
2022-04-20,Man City,Brighton,3,0,H,1.2,6.85,17.12,2.3317766497461934,0.9834782608695651,1.3482983888766282,2.0,13.0,10.0
2022-04-21,Burnley,Southampton,2,0,H,2.76,3.41,2.61,1.3548387096774195,1.362162162162162,-0.007323452484742532,0.3333333333333333,6.0,8.0
2022-04-23,Brentford,Tottenham,0,0,D,4.28,3.67,1.87,0.8533299798792757,1.5156756756756757,-0.6623456957964,0.0,7.0,12.0
2022-04-23,Arsenal,Man United,3,1,H,2.11,3.58,3.5,1.7983400402414484,0.8487783783783784,0.94956166186307,1.3333333333333333,10.0,7.0
2022-04-23,Leicester,Aston Villa,0,0,D,2.85,3.39,2.54,1.2059456740442656,1.2807459459459458,-0.07480027190168026,1.0,11.0,9.0
2022-04-23,Man City,Watford,5,1,H,1.11,9.78,25.83,3.1735412474849087,0.5304864864864864,2.6430547609984223,3.0,13.0,7.0
2022-04-23,Norwich,Newcastle,0,3,A,3.55,3.33,2.18,0.8885915492957747,1.2125405405405407,-0.32394899124476606,1.0,7.0,7.0
2022-04-24,Brighton,Southampton,2,2,D,2.17,3.32,3.59,0.6764071856287426,1.0020645161290322,-0.32565733050028967,1.3333333333333333,2.0,5.0
2022-04-24,Burnley,Wolves,1,0,H,2.71,3.11,2.86,0.2959281437125748,0.728774193548387,-0.4328460498358122,2.3333333333333335,9.0,9.0
2022-04-24,Chelsea,West Ham,1,0,H,1.53,4.37,6.4,1.6910179640718561,1.3360860215053765,0.35493194256647964,2.0,8.0,4.0
2022-04-24,Liverpool,Everton,2,0,H,1.19,7.35,15.64,5.108283433133733,0.10627956989247311,5.002003863241259,1.3333333333333333,18.0,0.0
2022-04-25,Crystal Palace,Leeds,0,0,D,2.08,3.59,3.53,3.0428571428571427,1.3864806866952788,1.656376456161864,1.0,5.0,7.0
2022-04-28,Man United,Chelsea,1,1,D,3.17,3.57,2.25,0.8464285714285713,1.3426609442060087,-0.49623237277743737,1.0,12.0,13.0
2022-04-30,Newcastle,Liverpool,0,1,A,7.81,4.87,1.41,0.825609514370664,1.3049517684887462,-0.4793422541180822,0.6666666666666666,18.0,14.0
2022-04-30,Aston Villa,Norwich,2,0,H,1.4,4.94,8.3,2.0111000991080275,1.0378563772775993,0.9732437218304282,3.0,5.0,4.0
2022-04-30,Southampton,Crystal Palace,1,2,A,2.41,3.37,3.05,1.0866997026759169,0.9615434083601286,0.12515629431578823,1.3333333333333333,9.0,8.0
2022-04-30,Watford,Burnley,1,2,A,2.68,3.31,2.75,0.6421407333994054,1.442315112540193,-0.8001743791407876,1.0,0.0,6.0
2022-04-30,Wolves,Brighton,0,3,A,2.75,3.09,2.83,1.1925470763131814,0.9157556270096463,0.27679144930353505,2.3333333333333335,9.0,9.0
2022-04-30,Leeds,Man City,0,4,A,9.69,5.85,1.31,0.3387115956392468,3.2051446945337627,-2.866433098894516,1.3333333333333333,4.0,14.0
2022-05-01,Tottenham,Leicester,3,1,H,1.46,4.8,6.88,3.543928923988154,0.9117460317460317,2.632182892242122,2.0,9.0,5.0
2022-05-01,West Ham,Arsenal,1,2,A,4.54,3.84,1.79,1.6869101678183611,1.914666666666667,-0.22775649884830584,0.3333333333333333,14.0,12.0
2022-05-01,Everton,Chelsea,1,0,H,4.83,3.71,1.77,0.6237314906219152,1.914666666666667,-1.2909351760447518,1.3333333333333333,10.0,14.0
2022-05-02,Man United,Brentford,3,0,H,1.76,3.95,4.51,2.1247544204322204,0.9582911392405064,1.1664632811917142,3.0,12.0,9.0
2022-05-07,Brentford,Southampton,3,0,H,2.21,3.44,3.35,1.5557296767874635,0.9900843881856541,0.5656452886018094,0.0,8.0,6.0
2022-05-07,Burnley,Aston Villa,1,3,A,3.0,3.33,2.46,0.45257590597453484,1.0053164556962026,-0.5527405497216678,2.0,9.0,7.0
2022-05-07,Chelsea,Wolves,2,2,D,1.36,4.95,9.62,0.7425073457394711,0.9139240506329116,-0.17141670489344052,0.6666666666666666,10.0,6.0
2022-05-07,Crystal Palace,Watford,1,0,H,1.69,3.89,5.2,1.6971596474045054,0.5026582278481013,1.194501419556404,3.0,6.0,7.0
2022-05-07,Brighton,Man United,4,0,H,2.8,3.44,2.56,0.80615083251714,1.4927426160337554,-0.6865917835166153,0.0,2.0,4.0
2022-05-07,Liverpool,Tottenham,1,1,D,1.46,4.89,6.68,1.9093046033300687,0.28940928270042193,1.6198953206296467,2.3333333333333335,18.0,10.0
2022-05-08,Arsenal,Leeds,2,1,H,1.46,4.81,6.77,3.0444917715392066,0.9615094339622638,2.0829823375769427,2.3333333333333335,12.0,7.0
2022-05-08,Leicester,Everton,1,2,A,2.61,3.34,2.8,3.2136302032913844,0.5341719077568133,2.679458295534571,0.6666666666666666,12.0,0.0
2022-05-08,Norwich,West Ham,0,4,A,4.51,3.81,1.8,0.7399806389157791,1.7551362683438154,-1.0151556294280364,0.0,4.0,1.0
2022-05-08,Man City,Newcastle,5,0,H,1.18,7.63,17.16,3.7210454985479187,0.839412997903564,2.8816325006443546,3.0,13.0,9.0
2022-05-10,Aston Villa,Liverpool,1,2,A,7.35,4.85,1.44,0.8438040345821325,2.0718418314255986,-1.2280377968434661,1.0,7.0,16.0
2022-05-11,Wolves,Man City,1,5,A,12.83,5.88,1.26,0.2743474088291747,2.1769262720664595,-1.9025788632372849,0.0,9.0,14.0
2022-05-11,Watford,Everton,0,0,D,4.26,3.68,1.87,1.1818042226487522,1.849626168224299,-0.6678219455755467,3.0,0.0,3.0
2022-05-11,Leeds,Chelsea,0,3,A,4.98,4.17,1.67,0.46428023032629556,3.615524402907581,-3.1512441725812854,0.3333333333333333,4.0,13.0
2022-05-11,Leicester,Norwich,3,0,H,1.44,4.9,7.02,2.2510556621881,0.5328141225337487,1.7182415396543513,3.0,11.0,1.0
2022-05-12,Tottenham,Arsenal,3,0,H,2.12,3.6,3.42,2.198317399617591,1.7533161688980432,0.44500123071954767,1.0,12.0,12.0
2022-05-15,Everton,Brentford,2,3,A,2.1,3.55,3.53,1.625147759771211,0.7296395468589082,0.8955082129123028,0.0,10.0,9.0
2022-05-15,Tottenham,Burnley,1,0,H,1.34,5.36,9.11,2.5608388941849385,0.7524407826982492,1.8083981114866892,2.0,15.0,8.0
2022-05-15,Aston Villa,Crystal Palace,1,1,D,2.06,3.55,3.63,1.1608198284080076,1.421277033985582,-0.26045720557757446,2.0,6.0,10.0
2022-05-15,Leeds,Brighton,1,1,D,2.67,3.52,2.61,0.7598093422306958,2.766549948506694,-2.006740606275998,0.3333333333333333,4.0,9.0
2022-05-15,Watford,Leicester,1,5,A,3.65,3.68,2.02,0.8864442326024786,2.006508753861998,-1.1200645212595193,0.0,1.0,5.0
2022-05-15,West Ham,Man City,2,2,D,8.01,5.2,1.38,0.3165872259294566,2.1889186405767247,-1.872331414647268,0.3333333333333333,11.0,16.0
2022-05-15,Wolves,Norwich,1,1,D,1.46,4.58,7.25,1.9698760724499522,0.9044490216271883,1.065427050822764,1.0,6.0,1.0
2022-05-16,Newcastle,Arsenal,2,0,H,4.14,3.68,1.88,1.0984877126654065,1.5142276422764227,-0.41573992961101625,0.0,15.0,9.0
2022-05-17,Southampton,Liverpool,1,2,A,8.02,5.49,1.37,0.8867547169811321,1.933231707317073,-1.046476990335941,1.0,6.0,16.0
2022-05-19,Chelsea,Leicester,1,1,D,1.38,4.91,8.66,2.2529688972667303,1.8182555780933067,0.4347133191734236,2.0,10.0,5.0
2022-05-19,Everton,Crystal Palace,3,2,H,1.95,3.47,4.16,0.8519038642789822,0.9091277890466533,-0.05722392476767102,1.3333333333333333,10.0,10.0
2022-05-19,Aston Villa,Burnley,1,1,D,2.05,3.56,3.7,1.3799434495758718,1.1591379310344827,0.22080551854138908,1.3333333333333333,7.0,5.0
2022-05-22,Crystal Palace,Man United,1,0,H,3.1,3.66,2.25,2.1036585365853657,0.9848484848484849,1.1188100517368809,1.3333333333333333,9.0,3.0
2022-05-22,Liverpool,Wolves,3,1,H,1.16,8.12,18.95,1.5196998123827392,0.22727272727272727,1.292427085110012,3.0,16.0,4.0
2022-05-22,Leicester,Southampton,4,1,H,1.88,4.03,3.86,2.321763602251407,0.9848484848484849,1.3369151174029223,1.6666666666666667,13.0,3.0
2022-05-22,Chelsea,Watford,2,1,H,1.17,7.89,17.63,1.4774859287054407,0.5681818181818181,0.9093041105236226,3.0,8.0,4.0
2022-05-22,Man City,Aston Villa,3,2,H,1.16,8.18,18.24,2.082551594746717,1.0606060606060606,1.0219455341406563,3.0,13.0,10.0
2022-05-22,Brighton,West Ham,3,1,H,2.4,3.57,2.91,1.0553470919324575,1.3787878787878787,-0.3234407868554212,1.0,5.0,4.0
2022-05-22,Brentford,Leeds,1,2,A,2.41,3.76,2.79,2.01219512195122,0.8863636363636364,1.1258314855875837,1.0,11.0,7.0
2022-05-22,Arsenal,Everton,5,1,H,1.37,5.15,8.69,2.2162288930581613,0.6060606060606061,1.6101682869975553,0.0,12.0,4.0
2022-05-22,Burnley,Newcastle,1,2,A,2.24,3.48,3.25,1.0764540337711068,1.25,-0.17354596622889318,0.0,9.0,6.0
2022-05-22,Norwich,Tottenham,0,5,A,11.19,6.45,1.26,0.5417448405253283,3.742424242424242,-3.2006794018989138,0.0,3.0,11.0
2022-08-05,Crystal Palace,Arsenal,0,2,A,4.39,3.59,1.88,1.1724517906336087,0.9669980119284296,0.2054537787051791,1.25,12.0,6.0
2022-08-06,Leeds,Wolves,2,1,H,2.34,3.34,3.18,0.6918181818181819,1.7364087301587299,-1.044590548340548,1.0,5.0,4.0
